1	"fixcross.png"	(637,384)
2	"fixcross.png"	(261,384)
3	"fixcross.png"	(512,165)
4	"fixcross.png"	(762,384)
5	"fixcross.png"	(512,602)
6	"fixcross.png"	(387,384)
7	"fixcross.png"	(261,384)
8	"fixcross.png"	(512,165)
9	"fixcross.png"	(762,384)
10	"fixcross.png"	(512,602)
11	"fixcross.png"	(637,384)
12	"fixcross.png"	(261,384)
13	"fixcross.png"	(512,165)
14	"fixcross.png"	(762,384)
15	"fixcross.png"	(512,602)
16	"fixcross.png"	(387,384)
17	"fixcross.png"	(261,384)
18	"fixcross.png"	(512,165)
19	"fixcross.png"	(762,384)
20	"fixcross.png"	(512,602)
21	"fixcross.png"	(637,384)
22	"fixcross.png"	(261,384)
23	"fixcross.png"	(512,165)
24	"fixcross.png"	(762,384)
25	"fixcross.png"	(512,602)
26	"fixcross.png"	(387,384)
27	"fixcross.png"	(261,384)
28	"fixcross.png"	(512,165)
29	"fixcross.png"	(762,384)
30	"fixcross.png"	(512,602)
1	"fixcross.png"	(637,384)
2	"fixcross.png"	(261,384)
3	"fixcross.png"	(512,165)
4	"fixcross.png"	(762,384)
5	"fixcross.png"	(512,602)
6	"fixcross.png"	(387,384)
7	"fixcross.png"	(261,384)
8	"fixcross.png"	(512,165)
9	"fixcross.png"	(762,384)
10	"fixcross.png"	(512,602)
11	"fixcross.png"	(637,384)
12	"fixcross.png"	(261,384)
13	"fixcross.png"	(512,165)
14	"fixcross.png"	(762,384)
15	"fixcross.png"	(512,602)
16	"fixcross.png"	(387,384)
17	"fixcross.png"	(261,384)
18	"fixcross.png"	(512,165)
19	"fixcross.png"	(762,384)
20	"fixcross.png"	(512,602)
21	"fixcross.png"	(637,384)
22	"fixcross.png"	(261,384)
23	"fixcross.png"	(512,165)
24	"fixcross.png"	(762,384)
25	"fixcross.png"	(512,602)
26	"fixcross.png"	(387,384)
27	"fixcross.png"	(261,384)
28	"fixcross.png"	(512,165)
29	"fixcross.png"	(762,384)
30	"fixcross.png"	(512,602)
