x1,y1,x2,y2
  512.1,  394.2,  512.8,  371.7
  512.2,  394.3,  512.3,  371.6
  512.8,  394.4,  511.8,  371.5
  513.7,  394.6,  511.1,  371.2
  514.3,  395.4,  510.9,  370.7
  514.7,  396.1,  510.7,  370.2
  514.8,  396.9,  510.7,  369.5
  514.9,  397.2,  510.7,  369.0
  515.2,  397.6,  510.7,  368.5
  515.6,  397.9,  511.0,  368.6
  516.0,  398.2,  511.4,  368.7
  515.9,  398.5,  511.5,  368.6
  515.8,  398.8,  511.3,  368.3
  515.7,  398.7,  511.1,  367.8
  515.2,  398.7,  511.1,  367.5
  514.9,  398.1,  511.0,  367.9
  514.8,  397.6,  511.1,  369.1
  515.1,  397.1,  511.2,  370.2
  515.4,  397.2,  511.3,  370.8
  515.5,  397.1,  511.2,  370.9
  515.4,  396.3,  511.1,  371.0
  514.9,  395.5,  511.3,  370.4
  514.3,  395.3,  511.8,  369.7
  513.7,  395.8,  512.3,  369.0
  514.0,  396.3,  512.7,  369.8
  514.3,  396.3,  512.9,  370.7
  514.5,  396.3,  513.1,  371.5
  514.1,  396.2,  513.1,  371.2
  513.8,  396.2,  513.1,  371.0
  513.8,  396.3,  512.6,  371.2
  514.0,  396.5,  512.1,  371.8
  514.3,  396.3,  512.0,  372.4
  514.5,  396.2,  512.5,  372.5
  514.7,  396.0,  512.9,  372.2
  514.2,  395.9,  512.8,  371.9
  513.5,  396.5,  512.9,  371.2
  512.9,  397.2,  513.1,  370.5
  512.9,  398.0,  513.3,  369.7
  513.1,  397.5,  513.2,  370.0
  513.1,  397.0,  513.2,  370.6
  513.1,  396.5,  513.3,  370.7
  513.1,  396.6,  513.4,  369.2
  513.0,  396.1,  513.6,  367.7
  513.0,  395.6,  513.6,  367.3
  513.2,  395.8,  513.7,  368.2
  513.3,  396.5,  513.7,  369.0
  513.7,  397.2,  513.4,  369.2
  514.1,  397.2,  513.2,  369.2
  514.5,  397.1,  512.7,  369.1
  514.0,  397.0,  512.5,  369.0
  513.4,  396.9,  512.3,  369.0
  512.8,  396.9,  512.5,  369.0
  513.2,  396.7,  512.9,  369.0
  513.6,  396.6,  513.3,  369.1
  514.3,  396.5,  513.3,  369.7
  514.6,  396.2,  513.4,  370.2
  514.0,  395.8,  513.5,  370.6
  513.2,  395.3,  513.6,  370.4
  512.2,  395.2,  513.5,  370.2
  512.0,  395.2,  513.5,  369.9
  512.2,  395.3,  513.9,  369.6
  512.4,  395.5,  514.2,  369.4
  512.6,  395.7,  514.5,  369.4
  512.3,  395.7,  513.9,  369.1
  512.3,  395.5,  513.3,  368.4
  512.5,  395.2,  512.7,  367.8
  512.3,  394.7,  512.5,  367.6
  512.2,  394.2,  512.3,  367.7
  512.1,  393.5,  512.3,  367.8
  512.2,  393.3,  512.8,  368.2
  512.1,  393.2,  513.1,  368.6
  512.0,  393.1,  513.6,  368.6
  511.4,  393.0,  513.7,  368.0
  510.9,  392.7,  513.8,  367.4
  510.0,  392.4,  513.4,  367.1
  509.6,  392.3,  513.0,  367.4
  509.2,  392.4,  512.5,  367.9
  509.2,  392.6,  512.4,  368.4
  509.3,  392.7,  512.5,  368.5
  509.5,  392.7,  512.6,  368.3
  509.6,  392.8,  512.8,  368.0
  509.8,  392.6,  513.0,  367.5
  509.8,  392.3,  513.6,  367.0
  510.1,  392.0,  514.1,  366.7
  510.4,  392.0,  514.3,  366.7
  510.7,  392.0,  514.1,  366.7
  510.8,  392.1,  513.8,  366.8
  510.5,  392.2,  513.5,  366.9
  510.1,  392.4,  513.4,  367.1
  510.2,  392.5,  513.3,  367.4
  510.8,  392.6,  513.2,  367.8
  511.1,  392.6,  513.5,  368.1
  510.8,  392.6,  513.8,  368.2
  510.5,  392.7,  513.9,  368.1
  510.5,  392.7,  513.2,  367.7
  510.5,  392.6,  512.4,  367.3
  510.6,  392.5,  512.0,  367.1
  510.6,  392.4,  512.6,  367.4
  510.5,  392.4,  513.1,  368.0
  510.3,  392.3,  513.4,  368.8
  510.2,  392.2,  513.6,  369.5
  510.2,  392.0,  513.9,  369.5
  510.3,  392.0,  514.1,  369.4
