x1,y1,x2,y2
  517.2,  380.6,  508.8,  386.9
  517.2,  380.3,  508.8,  386.7
  516.9,  379.7,  508.1,  386.3
  516.6,  379.2,  507.5,  386.0
  516.4,  379.8,  507.0,  385.9
  516.2,  380.4,  507.1,  386.1
  516.0,  380.8,  507.3,  386.3
  515.9,  380.6,  507.3,  387.2
  516.2,  379.9,  507.3,  387.9
  516.7,  379.4,  507.4,  387.8
  517.2,  379.3,  507.5,  386.5
  517.6,  379.8,  507.5,  385.2
  517.8,  380.3,  508.1,  385.1
  518.1,  380.3,  508.8,  385.6
  518.2,  380.2,  509.1,  385.8
  518.2,  380.1,  508.8,  385.4
  517.7,  379.9,  508.5,  385.0
  516.9,  379.8,  507.5,  384.4
  516.1,  379.7,  506.4,  384.1
  515.8,  379.7,  506.3,  384.0
  515.9,  379.8,  507.3,  384.1
  516.0,  380.0,  508.2,  384.6
  516.3,  380.2,  508.2,  385.0
  516.4,  380.3,  507.6,  385.3
  516.4,  380.4,  506.9,  385.3
  516.6,  380.6,  506.2,  385.4
  516.9,  381.1,  506.8,  385.8
  517.2,  381.5,  507.4,  386.2
  517.0,  381.5,  508.0,  386.4
  516.8,  381.0,  508.0,  386.5
  516.7,  380.4,  508.0,  386.6
  517.2,  380.0,  508.1,  386.8
  517.6,  380.7,  508.0,  386.9
  518.0,  381.4,  508.0,  386.9
  518.3,  381.5,  508.1,  386.3
  518.6,  381.2,  508.2,  385.5
  518.5,  380.8,  508.1,  384.9
  518.2,  381.0,  507.9,  385.0
  517.7,  381.0,  507.8,  385.3
  517.4,  381.0,  507.8,  385.7
  517.1,  381.0,  508.0,  385.9
  517.1,  381.0,  508.1,  386.0
  516.9,  381.0,  508.4,  386.4
  516.7,  381.0,  508.6,  386.9
  517.0,  381.1,  508.8,  387.2
  517.6,  381.2,  508.8,  387.2
  518.5,  381.3,  508.4,  387.1
  519.0,  381.5,  508.0,  386.9
  518.7,  381.6,  507.6,  386.7
  518.2,  381.4,  508.2,  386.3
  517.6,  380.9,  508.7,  385.6
  517.6,  380.8,  509.2,  385.0
  517.7,  381.1,  509.2,  384.5
  517.9,  381.4,  509.2,  384.4
  518.2,  381.4,  509.0,  384.0
  518.3,  381.4,  508.9,  383.7
  518.5,  381.3,  508.7,  383.6
  518.7,  381.1,  508.6,  383.8
  518.9,  381.0,  508.2,  383.9
  519.1,  380.7,  507.7,  384.4
  519.3,  380.5,  507.3,  384.8
  519.4,  380.4,  507.2,  385.2
  519.0,  380.7,  507.4,  384.1
  518.7,  381.0,  507.6,  382.9
  518.4,  381.4,  507.8,  382.1
  518.5,  380.9,  507.6,  382.5
  518.6,  380.4,  507.5,  383.0
  518.6,  379.9,  507.3,  383.3
  518.1,  379.8,  507.5,  383.6
  517.7,  379.8,  507.7,  383.9
  517.8,  379.9,  507.8,  384.0
  518.4,  380.1,  507.9,  384.0
  519.1,  380.0,  508.1,  383.8
  519.3,  378.9,  508.2,  383.6
  519.0,  377.8,  507.9,  383.7
  518.5,  377.9,  507.5,  383.9
  518.3,  378.8,  507.5,  384.2
  518.5,  379.8,  507.9,  383.8
  518.9,  379.9,  508.4,  383.4
  518.8,  379.5,  508.5,  383.0
  518.3,  379.0,  508.5,  383.2
  517.7,  378.6,  508.4,  383.5
  517.1,  378.4,  508.7,  384.1
  517.4,  378.3,  509.1,  384.7
  517.7,  378.5,  509.4,  385.3
  518.0,  378.8,  508.8,  385.3
  518.0,  379.1,  508.2,  385.1
  517.4,  378.8,  507.7,  383.9
  516.8,  378.5,  508.0,  382.9
  516.6,  378.3,  508.1,  382.3
  516.8,  378.4,  508.0,  382.5
  517.5,  378.5,  507.6,  383.5
  517.9,  378.3,  507.4,  384.3
  518.1,  378.1,  507.7,  384.0
  517.9,  378.0,  508.0,  383.1
  517.7,  378.0,  508.5,  382.3
  517.7,  378.0,  508.7,  382.5
  517.8,  378.1,  508.9,  382.6
  517.8,  378.4,  509.2,  383.2
  517.7,  378.5,  509.6,  383.8
  517.6,  378.3,  509.3,  384.4
  517.2,  378.1,  508.8,  384.4
  516.9,  377.8,  508.2,  384.3
  516.8,  377.4,  508.2,  384.1
