x1,y1,x2,y2
  513.5,  365.2,  515.4,  398.5
  513.6,  364.9,  514.4,  397.6
  513.8,  364.7,  513.4,  397.8
  513.9,  364.5,  514.5,  399.0
  513.9,  364.9,  515.7,  400.2
  513.8,  365.3,  516.4,  400.3
  513.8,  364.9,  515.9,  400.1
  513.9,  364.2,  515.4,  399.6
  514.1,  363.4,  515.0,  399.2
  514.3,  363.3,  514.6,  399.2
  514.6,  363.9,  514.1,  399.6
  514.8,  364.4,  514.1,  399.9
  514.6,  365.4,  514.5,  399.7
  514.3,  365.8,  514.0,  399.9
  514.1,  366.2,  513.1,  400.2
  514.1,  366.2,  512.5,  400.1
  514.0,  366.2,  512.9,  399.8
  514.0,  366.2,  513.7,  399.5
  513.9,  366.2,  514.2,  399.5
  513.9,  365.6,  514.5,  399.5
  513.6,  365.0,  514.2,  399.5
  513.3,  364.4,  513.8,  399.7
  513.0,  364.6,  513.4,  400.0
  513.0,  365.4,  513.4,  400.1
  513.1,  366.3,  513.6,  400.1
  513.2,  366.5,  513.9,  399.6
  513.1,  366.1,  514.1,  399.2
  513.0,  365.6,  514.1,  398.9
  513.4,  365.8,  514.0,  399.0
  514.0,  366.1,  514.0,  399.1
  514.6,  366.4,  513.5,  399.1
  514.2,  366.3,  512.9,  399.1
  513.9,  366.2,  512.9,  399.4
  513.7,  365.9,  513.5,  399.7
  513.8,  365.7,  514.0,  399.8
  513.5,  365.5,  514.0,  399.6
  513.1,  365.0,  513.7,  399.5
  512.8,  364.5,  513.4,  399.5
  512.9,  364.1,  513.1,  399.4
  512.9,  364.0,  513.0,  400.0
  512.7,  364.0,  512.8,  400.5
  512.4,  364.2,  512.6,  401.4
  512.8,  364.5,  512.5,  401.7
  513.1,  364.6,  512.4,  402.1
  513.5,  364.4,  512.5,  402.0
  513.4,  364.2,  512.5,  402.0
  513.3,  364.5,  512.7,  402.1
  513.1,  364.9,  512.8,  402.2
  512.7,  364.7,  512.9,  402.3
  512.6,  364.1,  512.7,  402.2
  512.4,  363.7,  512.2,  401.7
  512.4,  364.1,  511.7,  401.4
  511.9,  364.4,  511.6,  401.4
  511.5,  364.5,  512.2,  401.8
  511.4,  364.3,  512.9,  402.2
  511.7,  364.2,  513.3,  402.5
  512.3,  364.0,  513.1,  402.8
  512.7,  364.0,  513.1,  402.9
  512.9,  363.9,  513.0,  402.8
  513.1,  363.9,  513.4,  402.8
  513.2,  364.0,  513.9,  402.7
  513.1,  364.2,  513.6,  402.4
  513.0,  364.5,  512.8,  402.1
  512.9,  364.6,  512.0,  402.2
  513.0,  364.8,  511.8,  402.3
  513.1,  365.0,  511.6,  402.5
  512.6,  365.1,  511.7,  402.6
  512.1,  364.8,  512.0,  402.7
  511.5,  364.4,  512.4,  402.7
  511.7,  363.9,  512.5,  402.6
  512.0,  363.5,  512.5,  402.6
  512.3,  363.2,  512.6,  402.7
  512.5,  363.4,  512.6,  402.9
  512.5,  363.8,  512.3,  403.0
  512.5,  364.8,  511.9,  402.9
  512.6,  365.4,  512.1,  402.8
  512.6,  365.1,  512.8,  402.9
  512.7,  364.1,  512.3,  403.0
  513.5,  363.1,  511.4,  402.5
  514.2,  363.6,  511.5,  402.0
  514.2,  364.1,  512.7,  401.7
  513.5,  364.5,  513.4,  402.3
  512.6,  364.5,  513.0,  402.7
  512.2,  364.5,  512.5,  403.0
  511.8,  364.5,  511.8,  402.9
  511.6,  364.5,  511.3,  402.7
  511.6,  364.5,  511.1,  402.6
  511.9,  364.4,  511.4,  402.2
  512.2,  364.3,  511.8,  401.9
  512.5,  364.3,  512.1,  401.2
  512.5,  364.3,  512.3,  400.8
  512.6,  364.3,  512.4,  400.4
  513.0,  364.5,  512.0,  401.0
  513.2,  364.7,  512.1,  401.7
  513.2,  364.6,  512.5,  402.4
  512.9,  364.4,  512.9,  402.4
  512.6,  364.0,  512.8,  402.4
  512.6,  363.9,  512.6,  402.5
  512.6,  364.1,  511.9,  402.3
  512.4,  364.4,  511.3,  401.8
  512.3,  364.6,  510.8,  401.4
  512.3,  364.5,  511.5,  401.3
  512.6,  364.7,  512.3,  401.4
  512.9,  365.0,  513.0,  401.6
  513.0,  365.4,  512.9,  401.7
  512.8,  365.4,  512.6,  401.8
  512.6,  365.5,  512.4,  401.9
  512.6,  365.3,  511.8,  402.4
  512.8,  365.2,  511.2,  402.9
  513.1,  364.9,  510.9,  403.4
  513.3,  364.8,  511.3,  403.4
  513.3,  364.8,  511.8,  403.4
  513.2,  365.3,  512.1,  403.5
  513.1,  365.8,  512.0,  403.6
  513.2,  366.3,  511.9,  403.7
  513.2,  366.3,  511.8,  403.2
  513.1,  366.3,  511.6,  402.7
  513.2,  366.2,  511.5,  403.1
  513.6,  366.3,  511.3,  404.0
  514.1,  366.5,  511.2,  405.1
  514.3,  366.7,  511.4,  405.4
  514.1,  366.4,  511.8,  404.6
  514.0,  365.8,  512.0,  403.5
  513.9,  365.2,  512.0,  402.7
  513.8,  365.0,  511.9,  402.9
  513.5,  365.0,  512.0,  403.1
  513.2,  365.8,  512.1,  403.0
  513.1,  366.5,  512.1,  402.8
  513.0,  366.9,  512.1,  402.7
  513.1,  366.0,  512.2,  402.6
  513.2,  365.1,  512.2,  402.5
  513.0,  365.7,  512.0,  402.7
  512.7,  367.0,  511.8,  403.0
  512.6,  367.6,  511.3,  403.2
  512.9,  367.0,  511.2,  403.3
  513.3,  366.4,  511.1,  403.3
  513.3,  366.4,  511.2,  403.4
  513.2,  365.8,  510.9,  403.4
  513.2,  365.2,  510.6,  403.3
  513.3,  364.7,  510.8,  403.7
  512.7,  364.9,  511.8,  404.2
  512.0,  365.2,  512.9,  404.7
  511.8,  365.8,  513.5,  404.7
  512.2,  366.3,  513.6,  404.1
  513.2,  366.8,  513.3,  403.4
  513.7,  366.8,  512.6,  402.8
  513.7,  366.0,  511.8,  402.9
  513.0,  365.1,  511.8,  403.1
  512.4,  364.4,  512.1,  403.2
  512.3,  364.8,  512.3,  403.2
  512.8,  365.2,  512.2,  403.2
  513.3,  365.4,  512.2,  403.4
  513.4,  365.7,  512.3,  403.7
  513.1,  365.9,  512.3,  403.9
  512.9,  366.0,  512.2,  403.9
  513.1,  366.0,  512.0,  403.8
  513.0,  365.9,  511.7,  403.9
  512.3,  365.9,  511.3,  404.1
  511.7,  365.8,  510.9,  404.4
  511.2,  365.8,  510.7,  404.5
  511.2,  365.7,  510.7,  404.4
  511.3,  365.3,  510.9,  404.4
  511.4,  364.9,  511.1,  404.3
  511.5,  365.0,  511.3,  404.0
  512.1,  365.7,  511.6,  403.6
  512.6,  366.3,  512.1,  403.4
  513.6,  366.7,  512.6,  403.2
  514.0,  366.5,  513.1,  402.6
  514.7,  366.3,  513.4,  402.0
  515.0,  365.9,  513.7,  401.5
  514.2,  365.8,  513.2,  402.1
  513.2,  366.7,  512.7,  402.6
  512.2,  367.5,  512.2,  403.1
  512.2,  367.9,  512.5,  403.1
  512.5,  367.5,  513.0,  402.6
  512.9,  367.0,  513.3,  402.1
  513.3,  366.4,  513.1,  401.5
  513.5,  366.0,  512.6,  401.6
  513.5,  365.6,  512.2,  401.7
  513.0,  365.4,  512.0,  401.9
  512.6,  365.2,  511.9,  401.8
  512.2,  365.3,  512.0,  401.7
  512.3,  365.7,  512.1,  401.6
  512.5,  366.4,  512.3,  401.4
  512.3,  366.7,  512.5,  401.3
  512.2,  366.5,  512.7,  401.3
  512.2,  366.0,  512.8,  401.3
  512.3,  365.8,  512.8,  401.1
  512.4,  366.4,  512.5,  400.8
  511.9,  367.0,  512.1,  401.2
  511.4,  367.3,  512.2,  401.8
  511.7,  367.2,  512.8,  401.8
  512.3,  367.0,  513.3,  401.2
  512.9,  366.4,  513.1,  401.3
  512.7,  365.9,  512.7,  401.9
  512.7,  365.5,  512.3,  402.6
  513.2,  365.6,  512.0,  402.7
  513.8,  365.6,  511.8,  402.8
  514.1,  365.7,  511.7,  403.0
  513.6,  366.6,  511.9,  403.2
  513.1,  367.5,  512.2,  403.4
  513.0,  367.9,  512.8,  403.6
  513.2,  367.2,  513.5,  403.8
  513.5,  366.5,  513.9,  403.8
