x1,y1,x2,y2
  524.3,  380.8,  523.2,  372.7
  523.9,  380.8,  522.9,  373.3
  523.3,  380.9,  522.6,  373.8
  523.2,  381.1,  522.3,  373.4
  523.7,  380.6,  522.3,  373.1
  524.3,  380.2,  522.2,  372.6
  524.4,  379.9,  522.2,  372.3
  524.5,  380.0,  522.1,  372.0
  524.5,  379.7,  522.0,  371.7
  524.6,  379.5,  523.0,  371.6
  524.7,  379.3,  524.0,  371.9
  524.3,  379.2,  524.7,  373.2
  523.9,  379.0,  524.2,  374.3
  523.6,  378.8,  523.8,  375.0
  523.8,  379.3,  523.8,  374.8
  524.0,  379.9,  523.9,  374.4
  524.0,  380.5,  524.6,  374.2
  523.8,  380.5,  525.2,  374.7
  523.5,  380.6,  525.0,  375.3
  523.3,  381.4,  524.1,  375.8
  523.8,  382.2,  523.2,  375.7
  524.9,  382.8,  523.5,  375.9
  526.0,  382.8,  523.7,  375.8
  526.6,  382.5,  524.0,  375.3
  526.7,  382.2,  524.1,  374.5
  525.7,  381.4,  524.2,  374.0
  524.7,  380.9,  524.0,  373.8
  524.1,  380.8,  523.8,  374.3
  524.4,  381.4,  523.6,  374.8
  524.7,  382.0,  523.7,  375.3
  524.6,  382.3,  523.1,  375.6
  524.7,  382.3,  522.2,  376.3
  524.7,  382.4,  521.5,  377.0
  524.8,  382.7,  521.5,  377.3
  524.7,  383.1,  521.6,  377.1
  525.3,  383.7,  522.1,  377.0
  525.9,  384.1,  522.8,  377.2
  526.4,  384.3,  523.5,  377.3
  526.1,  384.8,  523.8,  377.2
  525.4,  385.2,  524.2,  377.1
  525.0,  385.6,  524.5,  377.0
  524.8,  385.5,  524.9,  377.5
  524.7,  385.5,  524.9,  378.0
  524.5,  385.5,  525.0,  378.5
  524.1,  385.4,  525.1,  378.4
  523.8,  385.2,  526.0,  378.2
  523.5,  384.8,  526.9,  378.1
  523.7,  384.6,  526.5,  378.0
  523.9,  384.5,  525.1,  378.7
  524.2,  384.5,  523.7,  379.4
  524.5,  384.5,  523.4,  380.1
  524.7,  384.7,  523.8,  379.8
  524.9,  385.3,  524.3,  379.2
  524.9,  385.9,  524.2,  378.4
  524.9,  385.9,  523.8,  377.9
  524.8,  385.3,  523.3,  377.7
  524.8,  384.9,  523.4,  377.8
  525.2,  384.9,  523.5,  378.4
  525.7,  385.0,  523.6,  379.0
  526.3,  384.9,  523.9,  379.5
  526.0,  384.9,  524.2,  379.7
  525.3,  384.9,  524.5,  380.0
  524.7,  384.9,  524.6,  380.3
  524.3,  384.9,  524.6,  380.4
  524.3,  384.9,  524.6,  380.3
  524.2,  384.5,  524.7,  380.2
  523.9,  384.1,  524.6,  379.9
  523.5,  383.9,  524.6,  379.6
  523.2,  384.0,  524.5,  379.3
  522.3,  383.9,  524.4,  379.0
  519.9,  382.9,  523.5,  378.3
  516.6,  381.9,  521.4,  377.5
  514.2,  381.1,  519.4,  377.1
  512.8,  380.4,  516.9,  377.1
  511.7,  379.8,  515.8,  376.7
  510.6,  379.3,  514.9,  376.0
  510.3,  379.2,  515.2,  375.5
  510.9,  379.2,  515.4,  375.6
  511.8,  379.3,  515.3,  375.7
  512.3,  379.3,  515.0,  376.6
  512.4,  380.5,  514.9,  377.5
  512.8,  381.6,  515.1,  377.9
  513.2,  382.2,  515.4,  377.5
  513.9,  381.8,  515.5,  377.1
  514.0,  381.7,  515.3,  377.3
  514.0,  381.9,  515.0,  377.6
  514.1,  382.1,  514.8,  378.0
  514.1,  382.1,  514.6,  377.8
  514.1,  381.9,  514.2,  377.4
  514.2,  381.6,  513.8,  376.9
  514.3,  381.4,  514.2,  376.1
  514.3,  381.5,  514.7,  375.4
  514.7,  381.9,  515.5,  375.3
  515.1,  382.1,  515.8,  375.6
  515.6,  382.2,  516.2,  376.0
  515.6,  382.5,  516.2,  375.9
  516.1,  383.0,  516.1,  375.9
  516.6,  384.0,  515.1,  376.0
  516.5,  384.5,  514.1,  376.1
  515.9,  384.7,  513.6,  376.2
  515.4,  384.3,  514.1,  376.4
  515.6,  383.8,  514.5,  376.8
  515.6,  383.6,  514.8,  377.2
  515.7,  383.3,  515.4,  377.5
  516.1,  382.9,  515.9,  377.7
  516.8,  382.5,  516.1,  377.7
  517.5,  382.2,  516.2,  376.8
  517.6,  382.5,  516.2,  375.8
  517.1,  383.2,  516.3,  374.9
  516.7,  383.7,  516.4,  375.0
  516.5,  383.8,  516.7,  374.8
  516.3,  383.7,  516.9,  374.2
  516.2,  383.0,  517.1,  373.6
  516.3,  382.2,  517.6,  373.2
  516.6,  381.4,  518.0,  373.3
  516.8,  381.1,  518.5,  373.4
  516.8,  380.8,  518.6,  373.5
  516.8,  380.7,  518.6,  373.7
  516.7,  380.3,  518.6,  373.8
  516.8,  379.9,  518.5,  374.4
  516.9,  379.7,  518.7,  375.0
  516.8,  380.1,  518.9,  375.4
  516.8,  380.6,  518.9,  374.8
  517.0,  381.1,  518.5,  374.0
  517.5,  381.3,  518.1,  373.2
  518.3,  380.4,  518.1,  372.8
  518.7,  379.4,  518.0,  372.5
  518.9,  378.9,  518.0,  372.4
  519.3,  379.5,  517.8,  373.2
  519.7,  380.1,  517.7,  374.1
  520.2,  380.0,  517.2,  374.7
  520.0,  379.9,  516.8,  373.9
  519.6,  379.7,  516.4,  373.0
  519.0,  379.5,  516.5,  372.0
  518.6,  379.2,  516.5,  371.5
  518.3,  379.2,  516.6,  370.9
  518.2,  379.1,  516.6,  370.8
  518.1,  379.2,  516.6,  370.5
  518.2,  379.3,  516.6,  370.2
  518.0,  379.3,  517.1,  370.0
  517.8,  379.1,  517.9,  370.2
  517.7,  379.0,  518.7,  370.6
  518.0,  378.7,  518.2,  371.6
  518.4,  378.5,  517.4,  372.5
  518.4,  378.4,  517.0,  373.3
  518.0,  378.4,  518.0,  373.5
  517.7,  378.4,  519.0,  373.6
  517.5,  378.7,  518.9,  373.7
